Seq,LV,Word,Britanico
1604,A2,electronic,ɪlɛkˈtrɒnɪk
1605,A2,empty,ˈɛmpti
1606,A2,enormous,ɪˈnɔːməs
1607,A2,everyday,ˈɛvrɪdeɪ
1608,A2,exact,ɪgˈzækt
1609,A2,excellent,ˈɛksələnt
1610,A2,expert,ˈɛkspɜːt
1611,A2,extreme,ɪksˈtriːm
1612,A2,fair,feə
1613,A2,following,ˈfɒləʊɪŋ
1614,A2,foreign,ˈfɒrɪn
1615,A2,formal,ˈfɔːməl
1616,A2,fresh,frɛʃ
1617,A2,further,ˈfɜːðə
1618,A2,general,ˈʤɛnərəl
1619,A2,heavy,ˈhɛvi
1620,A2,helpful,ˈhɛlpfʊl
1621,A2,huge,hjuːʤ
1622,A2,ideal,aɪˈdɪəl
1623,A2,ill,ɪl
1624,A2,impossible,ɪmˈpɒsəbl
1625,A2,included,ɪnˈkluːdɪd
1626,A2,incredible,ɪnˈkrɛdəbl
1627,A2,independent,ˌɪndɪˈpɛndənt
1628,A2,informal,ɪnˈfɔːml
1629,A2,intelligent,ɪnˈtɛlɪʤənt
1630,A2,international,ˌɪntə(ː)ˈnæʃənl
1631,A2,lazy,ˈleɪzi
1632,A2,likely,ˈlaɪkli
1633,A2,lost,lɒst
1634,A2,lovely,ˈlʌvli
1635,A2,lucky,ˈlʌki
1636,A2,major,ˈmeɪʤə
1637,A2,medical,ˈmɛdɪkəl
1638,A2,missing,ˈmɪsɪŋ
1639,A2,musical,ˈmjuːzɪkəl
1640,A2,narrow,ˈnærəʊ
1641,A2,national,ˈnæʃənl
1642,A2,necessary,ˈnɛsɪsəri
1643,A2,nervous,ˈnɜːvəs
1644,A2,noisy,ˈnɔɪzi
1645,A2,normal,ˈnɔːməl
1646,A2,ordinary,ˈɔːdnri
1647,A2,original,əˈrɪʤənl
1648,A2,particular,pəˈtɪkjʊlə
1649,A2,physical,ˈfɪzɪkəl
1650,A2,pleased,pliːzd
1651,A2,polite,pəˈlaɪt
1652,A2,professional,prəˈfɛʃənl
1653,A2,recent,ˈriːsnt
1654,A2,regular,ˈrɛgjʊlə
1655,A2,rude,ruːd
1656,A2,safe,seɪf
1657,A2,scared,skeəd
1658,A2,scary,ˈskeəri
1659,A2,separate,ˈsɛprɪt / ˈsɛpəreɪt
1660,A2,serious,ˈsɪərɪəs
1661,A2,simple,ˈsɪmpl
1662,A2,social,ˈsəʊʃəl
1663,A2,soft,sɒft
1664,A2,specific,spɪˈsɪfɪk
1665,A2,straight,streɪt
1666,A2,strange,streɪnʤ
1667,A2,stupid,ˈstjuːpɪd
1668,A2,successful,səkˈsɛsfʊl
1669,A2,surprised,səˈpraɪzd
1670,A2,surprising,səˈpraɪzɪŋ
1671,A2,teenage,ˈtiːnˌeɪʤ
1672,A2,thick,θɪk
1673,A2,thin,θɪn
1674,A2,traditional,trəˈdɪʃənl
1675,A2,typical,ˈtɪpɪk(ə)l
1676,A2,unhappy,ʌnˈhæpi
1677,A2,united,jʊˈnaɪtɪd
1678,A2,unusual,ʌnˈjuːʒʊəl
1679,A2,usual,ˈjuːʒʊəl
1680,A2,weak,wiːk
1681,A2,wet,wɛt
1682,A2,whole,həʊl
1683,A2,wide,waɪd
1684,A2,wild,waɪld
1685,A2,wooden,ˈwʊdn
1686,A2,working,ˈwɜːkɪŋ
1687,A2,worried,ˈwʌrid
1688,A2,worse,wɜːs
1689,A2,worst,wɜːst
1690,B1,access,ˈæksɛs
1691,B1,admire,ədˈmaɪə
1692,B1,admit,ədˈmɪt
1693,B1,advise,ədˈvaɪz
1694,B1,afford,əˈfɔːd
1695,B1,aim,eɪm
1696,B1,analyse,ˈænəlaɪz
1697,B1,announce,əˈnaʊns
1698,B1,annoy,əˈnɔɪ
1699,B1,apologize,əˈpɒləʤaɪz
1700,B1,appreciate,əˈpriːʃɪeɪt
1701,B1,arrest,əˈrɛst
1702,B1,assist,əˈsɪst
1703,B1,attach,əˈtæʧ
1704,B1,attract,əˈtrækt
1705,B1,bake,beɪk
1706,B1,balance,ˈbæləns
1707,B1,ban,bæn
1708,B1,base,beɪs
1709,B1,bend,bɛnd
1710,B1,bite,baɪt
1711,B1,block,blɒk
1712,B1,bomb,bɒm
1713,B1,bother,ˈbɒðə
1714,B1,brand,brænd
1715,B1,breathe,briːð
1716,B1,bury,ˈbɛri
1717,B1,calm,kɑːm
1718,B1,campaign,kæmˈpeɪn
1719,B1,charge,ʧɑːʤ
1720,B1,cheat,ʧiːt
1721,B1,claim,kleɪm
1722,B1,click,klɪk
1723,B1,combine,ˈkɒmbaɪn / kəmˈbaɪn
1724,B1,commit,kəˈmɪt
1725,B1,concentrate,ˈkɒnsəntreɪt
1726,B1,conclude,kənˈkluːd
1727,B1,confirm,kənˈfɜːm
1728,B1,confuse,kənˈfjuːz
1729,B1,consist,kənˈsɪst
1730,B1,consume,kənˈsjuːm
1731,B1,contact,ˈkɒntækt
1732,B1,contrast,ˈkɒntrɑːst / kənˈtrɑːst
1733,B1,convince,kənˈvɪns
1734,B1,damage,ˈdæmɪʤ
1735,B1,decorate,ˈdɛkəreɪt
1736,B1,define,dɪˈfaɪn
1737,B1,deliver,dɪˈlɪvə
1738,B1,determine,dɪˈtɜːmɪn
1739,B1,dislike,dɪsˈlaɪk
1740,B1,divide,dɪˈvaɪd
1741,B1,donate,dəʊˈneɪt
1742,B1,doubt,daʊt
1743,B1,educate,ˈɛdju(ː)keɪt
1744,B1,encourage,ɪnˈkʌrɪʤ
1745,B1,entertain,ˌɛntəˈteɪn
1746,B1,equal,ˈiːkwəl
1747,B1,escape,ɪsˈkeɪp
1748,B1,examine,ɪgˈzæmɪn
1749,B1,exchange,ɪksˈʧeɪnʤ
1750,B1,expand,ɪksˈpænd
1751,B1,explode,ɪksˈpləʊd
1752,B1,explore,ɪksˈplɔː
1753,B1,export,ˈɛkspɔːt / ɛksˈpɔːt
1754,B1,fancy,ˈfænsi
1755,B1,fasten,ˈfɑːsn
1756,B1,flood,flʌd
1757,B1,flow,fləʊ
1758,B1,fold,fəʊld
1759,B1,force,fɔːs
1760,B1,frame,freɪm
1761,B1,freeze,friːz
1762,B1,frighten,ˈfraɪtn
1763,B1,fry,fraɪ
1764,B1,gather,ˈgæðə
1765,B1,graduate,ˈgrædjʊət / ˈgrædjʊeɪt
1766,B1,guard,gɑːd
1767,B1,hang,hæŋ
1768,B1,highlight,ˈhaɪˌlaɪt
1769,B1,hire,ˈhaɪə
1770,B1,hunt,hʌnt
1771,B1,hurry,ˈhʌri
1772,B1,ignore,ɪgˈnɔː
1773,B1,impact,ˈɪmpækt / ɪmˈpækt
1774,B1,import,ˈɪmpɔːt / ɪmˈpɔːt
1775,B1,indicate,ˈɪndɪkeɪt
1776,B1,influence,ˈɪnflʊəns
1777,B1,injure,ˈɪnʤə
1778,B1,intend,ɪnˈtɛnd
1779,B1,invest,ɪnˈvɛst
1780,B1,investigate,ɪnˈvɛstɪgeɪt
1781,B1,iron,ˈaɪən
1782,B1,judge,ˈʤʌʤ
1783,B1,kick,kɪk
1784,B1,kiss,kɪs
1785,B1,label,ˈleɪbl
1786,B1,lack,læk
1787,B1,lay,leɪ
1788,B1,limit,ˈlɪmɪt
1789,B1,locate,ləʊˈkeɪt
1790,B1,measure,ˈmɛʒə
1791,B1,mix,mɪks
1792,B1,murder,ˈmɜːdə
1793,B1,occur,əˈkɜː
1794,B1,participate,pɑːˈtɪsɪpeɪt
1795,B1,persuade,pəˈsweɪd
1796,B1,pin,pɪn
1797,B1,poison,ˈpɔɪzn
1798,B1,pour,pɔː
1799,B1,pray,preɪ
1800,B1,press,prɛs
1801,B1,pretend,prɪˈtɛnd
1802,B1,promote,prəˈməʊt
1803,B1,protest,ˈprəʊtɛst / prəˈtɛst
1804,B1,prove,pruːv
1805,B1,punish,ˈpʌnɪʃ
1806,B1,qualify,ˈkwɒlɪfaɪ
1807,B1,queue,kjuː
1808,B1,quit,kwɪt
1809,B1,quote,kwəʊt
1810,B1,reflect,rɪˈflɛkt
1811,B1,reject,ˈriːʤɛkt / rɪˈʤɛkt
1812,B1,relate,rɪˈleɪt
1813,B1,release,rɪˈliːs
1814,B1,remain,rɪˈmeɪn
1815,B1,remind,ˈrɪmaɪnd
1816,B1,rent,rɛnt
1817,B1,represent,ˌrɛprɪˈzɛnt
1818,B1,require,rɪˈkwaɪə
1819,B1,respect,rɪsˈpɛkt
1820,B1,retire,rɪˈtaɪə
1821,B1,revise,rɪˈvaɪz
1822,B1,risk,rɪsk
1823,B1,roll,rəʊl
1824,B1,scan,skæn
1825,B1,set,sɛt
1826,B1,shine,ʃaɪn
1827,B1,shoot,ʃuːt
1828,B1,signal,ˈsɪgnl
1829,B1,sink,sɪŋk
1830,B1,slice,slaɪs
1831,B1,spread,sprɛd
1832,B1,stick,stɪk
1833,B1,suffer,ˈsʌfə
1834,B1,summarize,ˈsʌməraɪz
1835,B1,supply,səˈplaɪ / ˈsʌpli
1836,B1,survive,səˈvaɪv
1837,B1,switch,swɪʧ
1838,B1,tax,tæks
1839,B1,tend,tɛnd
1840,B1,trade,treɪd
1841,B1,translate,trænsˈleɪt
1842,B1,treat,triːt
1843,B1,trick,trɪk
1844,B1,update,ʌpˈdeɪt / ˈʌpdeɪt
1845,B1,upset,ʌpˈsɛt
1846,B1,volunteer,ˌvɒlənˈtɪə
1847,B1,vote,vəʊt
1848,B1,warn,wɔːn
1849,B1,waste,weɪst
1850,B1,weigh,weɪ
1851,B1,wonder,ˈwʌndə
1852,B1,ours,ˈaʊəz
1853,B1,plenty,ˈplɛnti
1854,B1,theirs,ðeəz
1855,B1,whatever,wɒtˈɛvə
1856,B1,despite,dɪsˈpaɪt
1857,B1,plus,plʌs
1858,B1,throughout,θru(ː)ˈaʊt
1859,B1,till,tɪl
1860,B1,unlike,ʌnˈlaɪk
1861,B1,upon,əˈpɒn
1862,B1,within,wɪˈðɪn
1863,B1,accommodation,əˌkɒməˈdeɪʃ(ə)n
1864,B1,account,əˈkaʊnt
1865,B1,achievement,əˈʧiːvmənt
1866,B1,ad,æd
1867,B1,addition,əˈdɪʃ(ə)n
1868,B1,agent,ˈeɪʤənt
1869,B1,agreement,əˈgriːmənt
1870,B1,alarm,əˈlɑːm
1871,B1,album,ˈælbəm
1872,B1,alcohol,ˈælkəhɒl
1873,B1,ambition,æmˈbɪʃ(ə)n
1874,B1,analysis,əˈnæləsɪs
1875,B1,announcement,əˈnaʊnsmənt
1876,B1,application,ˌæplɪˈkeɪʃ(ə)n
1877,B1,appointment,əˈpɔɪntmənt
1878,B1,arrival,əˈraɪvəl
1879,B1,assignment,əˈsaɪnmənt
1880,B1,atmosphere,ˈætməsfɪə
1881,B1,attitude,ˈætɪtjuːd
1882,B1,attraction,əˈtrækʃ(ə)n
1883,B1,authority,ɔːˈθɒrɪti
1884,B1,basis,ˈbeɪsɪs
1885,B1,battery,ˈbætəri
1886,B1,battle,ˈbætl
1887,B1,beauty,ˈbjuːti
1888,B1,bee,biː
1889,B1,belief,bɪˈliːf
1890,B1,bell,bɛl
1891,B1,border,ˈbɔːdə
1892,B1,branch,brɑːnʧ
1893,B1,breath,brɛθ
1894,B1,breathing,ˈbriːðɪŋ
1895,B1,bride,braɪd
1896,B1,bubble,ˈbʌbl
1897,B1,campus,ˈkæmpəs
1898,B1,candidate,ˈkændɪdɪt
1899,B1,cap,ˈkæp
1900,B1,captain,ˈkæptɪn
1901,B1,category,ˈkætɪgəri
1902,B1,ceiling,ˈsiːlɪŋ
1903,B1,celebration,ˌsɛlɪˈbreɪʃən
1904,B1,ceremony,ˈsɛrɪməni
1905,B1,chain,ʧeɪn
1906,B1,challenge,ˈʧælɪnʤ
1907,B1,champion,ˈʧæmpiən
1908,B1,channel,ˈʧænl
1909,B1,chapter,ˈʧæptə
1910,B1,chemical,ˈkɛmɪkəl
1911,B1,chest,ʧɛst
1912,B1,childhood,ˈʧaɪldhʊd
1913,B1,clause,klɔːz
1914,B1,client,ˈklaɪənt
1915,B1,cloth,klɒθ
1916,B1,clue,kluː
1917,B1,coal,kəʊl
1918,B1,coin,kɔɪn
1919,B1,collection,kəˈlɛkʃən
1920,B1,commercial,kəˈmɜːʃəl
1921,B1,communication,kəˌmjuːnɪˈkeɪʃən
1922,B1,comparison,kəmˈpærɪsn
1923,B1,competitor,kəmˈpɛtɪtə
1924,B1,complaint,kəmˈpleɪnt
1925,B1,conclusion,kənˈkluːʒən
1926,B1,connection,kəˈnɛkʃən
1927,B1,consequence,ˈkɒnsɪkwəns
1928,B1,consumer,kənˈsjuːmə
1929,B1,container,kənˈteɪnə
1930,B1,content,ˈkɒntɛnt / kənˈtɛnt
1931,B1,costume,ˈkɒstjuːm
1932,B1,cottage,ˈkɒtɪʤ
1933,B1,cotton,ˈkɒtn
1934,B1,countryside,ˈkʌntrɪˌsaɪd
1935,B1,court,kɔːt
1936,B1,currency,ˈkʌrənsi
1937,B1,curtain,ˈkɜːtn
1938,B1,custom,ˈkʌstəm
1939,B1,decade,ˈdɛkeɪd
1940,B1,definition,ˌdɛfɪˈnɪʃən
1941,B1,departure,dɪˈpɑːʧə
1942,B1,destination,ˌdɛstɪˈneɪʃən
1943,B1,development,dɪˈvɛləpmənt
1944,B1,diagram,ˈdaɪəgræm
1945,B1,diamond,ˈdaɪəmənd
1946,B1,difficulty,ˈdɪfɪkəlti
1947,B1,dirt,dɜːt
1948,B1,disadvantage,ˌdɪsədˈvɑːntɪʤ
1949,B1,discount,ˈdɪskaʊnt
1950,B1,documentary,ˌdɒkjʊˈmɛntəri
1951,B1,drum,drʌm
1952,B1,dust,dʌst
1953,B1,duty,ˈdjuːti
1954,B1,earthquake,ˈɜːθkweɪk
1955,B1,economy,i(ː)ˈkɒnəmi
1956,B1,edge,ɛʤ
1957,B1,editor,ˈɛdɪtə
1958,B1,effort,ˈɛfət
1959,B1,election,ɪˈlɛkʃən
1960,B1,element,ˈɛlɪmənt
1961,B1,emergency,ɪˈmɜːʤənsi
1962,B1,emotion,ɪˈməʊʃən
1963,B1,employment,ɪmˈplɔɪmənt
1964,B1,enemy,ˈɛnɪmi
1965,B1,engineering,ˌɛnʤɪˈnɪərɪŋ
1966,B1,entertainment,ˌɛntəˈteɪnmənt
1967,B1,entrance,ˈɛntrəns / ɪnˈtrɑːns
1968,B1,entry,ˈɛntri
1969,B1,episode,ˈɛpɪsəʊd
1970,B1,excitement,ɪkˈsaɪtmənt
1971,B1,exhibition,ˌɛksɪˈbɪʃən
1972,B1,expedition,ˌɛkspɪˈdɪʃən
1973,B1,explosion,ɪksˈpləʊʒən
1974,B1,favour,ˈfeɪvə
1975,B1,fence,fɛns
1976,B1,fighting,ˈfaɪtɪŋ
1977,B1,file,faɪl
1978,B1,fitness,ˈfɪtnɪs
1979,B1,flag,flæg
1980,B1,flour,ˈflaʊə
1981,B1,folk,fəʊk
1982,B1,friendship,ˈfrɛndʃɪp
1983,B1,fuel,fjʊəl
1984,B1,function,ˈfʌnŋkʃən
1985,B1,fur,fɜː
1986,B1,garage,ˈgærɑːʒ
1987,B1,generation,ˌʤɛnəˈreɪʃən
1988,B1,gentleman,ˈʤɛntlmən
1989,B1,ghost,gəʊst
1990,B1,giant,ˈʤaɪənt
1991,B1,glove,glʌv
1992,B1,goods,gʊdz
1993,B1,grade,greɪd
1994,B1,grain,greɪn
1995,B1,growth,grəʊθ
1996,B1,happiness,ˈhæpɪnɪs
1997,B1,headline,ˈhɛdlaɪn
1998,B1,heating,ˈhiːtɪŋ
1999,B1,helicopter,ˈhɛlɪkɒptə
2000,B1,horror,ˈhɒrə
2001,B1,host,həʊst
2002,B1,hurricane,ˈhʌrɪkən
2003,B1,identity,aɪˈdɛntɪti
2004,B1,immigrant,ˈɪmɪgrənt
2005,B1,importance,ɪmˈpɔːtəns
2006,B1,impression,ɪmˈprɛʃən
2007,B1,improvement,ɪmˈpruːvmənt
2008,B1,ingredient,ɪnˈgriːdiənt
2009,B1,intelligence,ɪnˈtɛlɪʤəns
2010,B1,intention,ɪnˈtɛnʃən
2011,B1,issue,ˈɪʃuː / ˈɪsjuː
2012,B1,journal,ˈʤɜːnl
2013,B1,keyboard,ˈkiːbɔːd
2014,B1,killing,ˈkɪlɪŋ
2015,B1,laboratory,ləˈbɒrətəri
2016,B1,layer,ˈleɪə / leə
2017,B1,leaf,liːf
2018,B1,leather,ˈlɛðə
2019,B1,leisure,ˈlɛʒə
2020,B1,length,lɛŋθ
2021,B1,lip,lɪp
2022,B1,liquid,ˈlɪkwɪd
2023,B1,literature,ˈlɪtərɪʧə
2024,B1,living,ˈlɪvɪŋ
2025,B1,location,ləʊˈkeɪʃən
2026,B1,loss,lɒs
2027,B1,luxury,ˈlʌkʃəri
2028,B1,magic,ˈmæʤɪk
2029,B1,mall,mɔːl
2030,B1,management,ˈmænɪʤmənt
2031,B1,marketing,ˈmɑːkɪtɪŋ
2032,B1,marriage,ˈmærɪʤ
2033,B1,mess,mɛs
2034,B1,mine,maɪn
2035,B1,mixture,ˈmɪksʧə
2036,B1,mood,muːd
2037,B1,mud,mʌd
2038,B1,muscle,ˈmʌsl
2039,B1,mystery,ˈmɪstəri
2040,B1,nail,neɪl
2041,B1,narrative,ˈnærətɪv
2042,B1,nation,ˈneɪʃən
2043,B1,native,ˈneɪtɪv
2044,B1,needle,ˈniːdl
2045,B1,neighbourhood,ˈneɪbəhʊd
2046,B1,net,nɛt
2047,B1,occasion,əˈkeɪʒən
2048,B1,operation,ˌɒpəˈreɪʃən
2049,B1,organizer,ˈɔːgənaɪzə
2050,B1,package,ˈpækɪʤ
2051,B1,pan,pæn
2052,B1,passion,ˈpæʃən
2053,B1,path,pɑːθ
2054,B1,payment,ˈpeɪmənt
2055,B1,percentage,pəˈsɛntɪʤ
2056,B1,performance,pəˈfɔːməns
2057,B1,photographer,fəˈtɒgrəfə
2058,B1,photography,fəˈtɒgrəfi
2059,B1,pipe,paɪp
2060,B1,planning,ˈplænɪŋ
2061,B1,pleasure,ˈplɛʒə
2062,B1,plot,plɒt
2063,B1,poem,ˈpəʊɪm
2064,B1,poet,ˈpəʊɪt
2065,B1,poetry,ˈpəʊɪtri
2066,B1,policy,ˈpɒlɪsi
2067,B1,politician,ˌpɒlɪˈtɪʃən
2068,B1,politics,ˈpɒlɪtɪks
2069,B1,port,pɔːt
2070,B1,portrait,ˈpɔːtrɪt
2071,B1,pot,pɒt
2072,B1,poverty,ˈpɒvəti
2073,B1,powder,ˈpaʊdə
2074,B1,prayer,preə
2075,B1,prediction,prɪˈdɪkʃən
2076,B1,presentation,ˌprɛzɛnˈteɪʃən
2077,B1,pressure,ˈprɛʃə
2078,B1,priest,priːst
2079,B1,prince,prɪns
2080,B1,princess,prɪnˈsɛs
2081,B1,printing,ˈprɪntɪŋ
2082,B1,prisoner,ˈprɪznə
2083,B1,producer,prəˈdjuːsə
2084,B1,production,prəˈdʌkʃən
2085,B1,profession,prəˈfɛʃən
2086,B1,profit,ˈprɒfɪt
2087,B1,property,ˈprɒpəti
2088,B1,punishment,ˈpʌnɪʃmənt
2089,B1,qualification,ˌkwɒlɪfɪˈkeɪʃən
2090,B1,quotation,kwəʊˈteɪʃən
2091,B1,race,reɪs
2092,B1,racing,ˈreɪsɪŋ
2093,B1,range,reɪnʤ
2094,B1,reaction,ri(ː)ˈækʃən
2095,B1,reality,ri(ː)ˈælɪti
2096,B1,receipt,rɪˈsiːt
2097,B1,recommendation,ˌrɛkəmɛnˈdeɪʃən
2098,B1,reference,ˈrɛfrəns
2099,B1,relation,rɪˈleɪʃən
2100,B1,relative,ˈrɛlətɪv
2101,B1,religion,rɪˈlɪʤən
2102,B1,reservation,ˌrɛzəˈveɪʃən
2103,B1,resource,rɪˈsɔːs / rɪˈzɔːs
2104,B1,responsibility,rɪsˌpɒnsəˈbɪlɪti
2105,B1,robot,ˈrəʊbɒt
2106,B1,rope,rəʊp
2107,B1,row,rəʊ / raʊ
2108,B1,rugby,ˈrʌgbi
2109,B1,safety,ˈseɪfti
2110,B1,sailor,ˈseɪlə
2111,B1,sample,ˈsɑːmpl
2112,B1,sand,sænd
2113,B1,script,skrɪpt
2114,B1,sculpture,ˈskʌlpʧə
2115,B1,security,sɪˈkjʊərɪti
2116,B1,seed,siːd
2117,B1,servant,ˈsɜːvənt
2118,B1,setting,ˈsɛtɪŋ
2119,B1,sex,sɛks
2120,B1,shelf,ʃɛlf
2121,B1,shell,ʃɛl
2122,B1,shift,ʃɪft
2123,B1,sight,saɪt
2124,B1,similarity,ˌsɪmɪˈlærɪti
2125,B1,software,ˈsɒftweə
2126,B1,soil,sɔɪl
2127,B1,solid,ˈsɒlɪd
2128,B1,spending,ˈspɛndɪŋ
2129,B1,spirit,ˈspɪrɪt
2130,B1,spot,spɒt
2131,B1,stadium,ˈsteɪdiəm
2132,B1,staff,stɑːf
2133,B1,standard,ˈstændəd
2134,B1,statistic,stəˈtɪstɪk
2135,B1,statue,ˈstætjuː
2136,B1,stranger,ˈstreɪnʤə
2137,B1,strength,strɛŋθ
2138,B1,string,strɪŋ
2139,B1,studio,ˈstjuːdɪəʊ
2140,B1,stuff,stʌf
2141,B1,substance,ˈsʌbstəns
2142,B1,summary,ˈsʌməri
2143,B1,supporter,səˈpɔːtə
2144,B1,surface,ˈsɜːfɪs
2145,B1,symptom,ˈsɪmptəm
2146,B1,tail,teɪl
2147,B1,talent,ˈtælənt
2148,B1,tape,teɪp
2149,B1,technique,tɛkˈniːk
2150,B1,tent,tɛnt
2151,B1,theme,θiːm
2152,B1,theory,ˈθɪəri
2153,B1,throat,θrəʊt
2154,B1,tin,tɪn
2155,B1,toe,təʊ
2156,B1,tongue,tʌŋ
2157,B1,total,ˈtəʊtl
2158,B1,translation,trænsˈleɪʃən
2159,B1,treatment,ˈtriːtmənt
2160,B1,trend,trɛnd
2161,B1,truth,truːθ
2162,B1,tube,tjuːb
2163,B1,tyre,ˈtaɪə
2164,B1,underwear,ˈʌndəweə
2165,B1,unemployment,ˌʌnɪmˈplɔɪmənt
2166,B1,union,ˈjuːnjən
2167,B1,value,ˈvæljuː
2168,B1,version,ˈvɜːʃən
2169,B1,victim,ˈvɪktɪm
2170,B1,viewer,ˈvjuːə
2171,B1,warning,ˈwɔːnɪŋ
2172,B1,weapon,ˈwɛpən
2173,B1,wing,wɪŋ
2174,B1,wool,wʊl
2175,B1,yard,jɑːd
2176,B1,youth,juːθ
2177,B1,ought,ɔːt
2178,B1,nor,nɔː
2179,B1,though,ðəʊ
2180,B1,unless,ənˈlɛs
2181,B1,whenever,wɛnˈɛvə
2182,B1,whether,ˈwɛðə
2183,B1,absolutely,ˈæbsəluːtli
2184,B1,ahead,əˈhɛd
2185,B1,apart,əˈpɑːt
2186,B1,approximately,əˈprɒksɪmɪtli
2187,B1,backwards,ˈbækwədz
2188,B1,currently,ˈkʌrəntli
2189,B1,directly,dɪˈrɛktli
2190,B1,effectively,ɪˈfɛktɪvli
2191,B1,equally,ˈiːkwəli
2192,B1,eventually,ɪˈvɛnʧəli
2193,B1,fairly,ˈfeəli
2194,B1,forever,fəˈrɛvə
2195,B1,frequently,ˈfriːkwəntli
2196,B1,generally,ˈʤɛnərəli
2197,B1,hardly,ˈhɑːdli
2198,B1,heavily,ˈhɛvɪli
2199,B1,highly,ˈhaɪli
2200,B1,incredibly,ɪnˈkrɛdəbli
2201,B1,indeed,ɪnˈdiːd
2202,B1,indoors,ˌɪnˈdɔːz
2203,B1,mainly,ˈmeɪnli
2204,B1,meanwhile,ˈmiːnˈwaɪl
2205,B1,naturally,ˈnæʧrəli
2206,B1,necessarily,ˈnɛsɪsərɪli
2207,B1,obviously,ˈɒbvɪəsli
2208,B1,originally,əˈrɪʤɪnəli
2209,B1,outdoors,ˌaʊtˈdɔːz
2210,B1,particularly,pəˈtɪkjʊləli
2211,B1,perfectly,ˈpɜːfɪktli
2212,B1,personally,ˈpɜːsnəli
2213,B1,possibly,ˈpɒsəbli
2214,B1,previously,ˈpriːviəsli
2215,B1,properly,ˈprɒpəli
2216,B1,rarely,ˈreəli
2217,B1,regularly,ˈrɛgjʊləli
2218,B1,seriously,ˈsɪərɪəsli
2219,B1,similarly,ˈsɪmɪləli
2220,B1,simply,ˈsɪmpli
2221,B1,slightly,ˈslaɪtli
2222,B1,specifically,spəˈsɪfɪk(ə)li
2223,B1,strongly,ˈstrɒŋli
2224,B1,successfully,səkˈsɛsfʊli
2225,B1,surely,ˈʃʊəli
2226,B1,therefore,ˈðeəfɔː
2227,B1,totally,ˈtəʊtli
2228,B1,typically,ˈtɪpɪk(ə)li
2229,B1,worldwide,ˌwɜːldˈwaɪd
2230,B1,academic,ˌækəˈdɛmɪk
2231,B1,advanced,ədˈvɑːnst
2232,B1,aged,eɪʤd / ˈeɪʤɪd
2233,B1,alcoholic,ˌælkəˈhɒlɪk
2234,B1,amazed,əˈmeɪzd
2235,B1,ambitious,æmˈbɪʃəs
2236,B1,annoyed,əˈnɔɪd
2237,B1,annoying,əˈnɔɪɪŋ
2238,B1,aware,əˈweə
2239,B1,basic,ˈbeɪsɪk
2240,B1,brave,breɪv
2241,B1,careless,ˈkeəlɪs
2242,B1,central,ˈsɛntrəl
2243,B1,cheerful,ˈʧɪəfʊl
2244,B1,coloured,ˈkʌləd
2245,B1,competitive,kəmˈpɛtɪtɪv
2246,B1,complex,ˈkɒmplɛks
2247,B1,confident,ˈkɒnfɪdənt
2248,B1,confused,kənˈfjuːzd
2249,B1,continuous,kənˈtɪnjʊəs
2250,B1,convenient,kənˈviːniənt
2251,B1,covered,ˈkʌvəd
2252,B1,cruel,krʊəl
2253,B1,cultural,ˈkʌlʧərəl
2254,B1,current,ˈkʌrənt
2255,B1,definite,ˈdɛfɪnɪt
2256,B1,determined,dɪˈtɜːmɪnd
2257,B1,disappointed,ˌdɪsəˈpɔɪntɪd
2258,B1,disappointing,ˌdɪsəˈpɔɪntɪŋ
2259,B1,dressed,drɛst
2260,B1,drunk,drʌŋk
2261,B1,due,djuː
2262,B1,eastern,ˈiːstən
2263,B1,economic,ˌiːkəˈnɒmɪk
2264,B1,educated,ˈɛdju(ː)keɪtɪd
2265,B1,educational,ˌɛdju(ː)ˈkeɪʃənl
2266,B1,effective,ɪˈfɛktɪv
2267,B1,embarrassed,ɪmˈbærəst
2268,B1,embarrassing,ɪmˈbærəsɪŋ
2269,B1,engaged,ɪnˈgeɪʤd
2270,B1,environmental,ɪnˌvaɪərənˈmɛntl
2271,B1,essential,ɪˈsɛnʃəl
2272,B1,expected,ɪksˈpɛktɪd
2273,B1,experienced,ɪksˈpɪərɪənst
2274,B1,familiar,fəˈmɪliə
2275,B1,fascinating,ˈfæsɪneɪtɪŋ
2276,B1,fashionable,ˈfæʃnəbl
2277,B1,financial,faɪˈnænʃəl
2278,B1,fixed,fɪkst
2279,B1,frightened,ˈfraɪtnd
2280,B1,frightening,ˈfraɪtnɪŋ
2281,B1,frozen,ˈfrəʊzn
2282,B1,generous,ˈʤɛnərəs
2283,B1,gentle,ˈʤɛntl
2284,B1,glad,glæd
2285,B1,global,ˈgləʊbəl
2286,B1,grateful,ˈgreɪtfʊl
2287,B1,guilty,ˈgɪlti
2288,B1,historic,hɪsˈtɒrɪk
2289,B1,historical,hɪsˈtɒrɪkəl
2290,B1,honest,ˈɒnɪst
2291,B1,horrible,ˈhɒrəbl
2292,B1,illegal,ɪˈliːgəl
2293,B1,imaginary,ɪˈmæʤɪnəri
2294,B1,immediate,ɪˈmiːdiət
2295,B1,impressive,ɪmˈprɛsɪv
2296,B1,indirect,ˌɪndɪˈrɛkt
2297,B1,indoor,ˈɪndɔː
2298,B1,injured,ˈɪnʤəd
2299,B1,innocent,ˈɪnəsənt
2300,B1,involved,ɪnˈvɒlvd
2301,B1,keen,kiːn
